"index","name_occup_de","Berufsabteilungen","Berufsklassen","Berufsgruppen","Berufsarten","name_occup_fr","name_occup_it","name_occup_en"
"8332","Fahrer schwerer Lastkraftwagen",NA,NA,NA,"8332","Conducteurs de poids lourds et de camions","Conducenti di mezzi pesanti e camion","Heavy truck and lorry drivers"
"834","Bediener mobiler Anlagen",NA,NA,"834",NA,"Conducteurs de matériels et engins mobiles","Conduttori di impianti mobili","Mobile plant operators"
"8340","Bediener mobiler Anlagen, onA",NA,NA,NA,"8340","Conducteurs de matériels et engins mobiles, sip","Conduttori di impianti mobili, s.a.i.","Mobile plant operators, nos"
"8341","Führer von mobilen land- und forstwirtschaftlichen Maschinen",NA,NA,NA,"8341","Conducteurs d’engins mobiles agricoles et forestiers","Conduttori di macchinari agricoli e forestali","Mobile farm and forestry plant operators"
"8342","Führer von Erdbewegungs- und verwandten Maschinen",NA,NA,NA,"8342","Conducteurs d’engins de terrassement et de matériels similaires","Conduttori di macchinari per movimento terra ed assimilati","Earthmoving and related plant operators"
"8343","Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen",NA,NA,NA,"8343","Conducteurs de grues, d’engins de levage divers et de matériels similaires","Conduttori di macchinari per la perforazione e il sollevamento","Crane, hoist and related plant operators"
"8344","Gabelstaplerfahrer und verwandte Berufe",NA,NA,NA,"8344","Conducteurs de chariots élévateurs","Conduttori di carrelli elevatori","Lifting truck operators"
"835","Deckspersonal auf Schiffen und verwandte Berufe",NA,NA,"835",NA,"Matelots de pont et assimilés","Marinai di coperta e operai assimilati","Ships' deck crews and related workers"
"8350","Deckspersonal auf Schiffen und verwandte Berufe",NA,NA,NA,"8350","Matelots de pont et assimilés","Marinai di coperta e operai assimilati","Ships' deck crews and related workers"
"9","Hilfsarbeitskräfte","9",NA,NA,NA,"Professions élémentaires","Professioni non qualificate","Elementary occupations"
"90","Hilfsarbeitskräfte, onA",NA,"90",NA,NA,"Professions élémentaires, sip","Professioni non qualificate, s.a.i.","Elementary occupations, nos"
"900","Hilfsarbeitskräfte, onA",NA,NA,"900",NA,"Professions élémentaires, sip","Professioni non qualificate, s.a.i.","Elementary occupations, nos"
"9000","Hilfsarbeitskräfte, onA",NA,NA,NA,"9000","Professions élémentaires, sip","Professioni non qualificate, s.a.i.","Elementary occupations, nos"
"91","Reinigungspersonal und Hilfskräfte",NA,"91",NA,NA,"Aides de ménage","Addetti alle pulizie e collaboratori","Cleaners and helpers"
"910","Reinigungspersonal und Hilfskräfte, onA",NA,NA,"910",NA,"Aides de ménage, sip","Addetti alle pulizie e collaboratori, s.a.i.","Cleaners and helpers, nos"
"9100","Reinigungspersonal und Hilfskräfte, onA",NA,NA,NA,"9100","Aides de ménage, sip","Addetti alle pulizie e collaboratori, s.a.i.","Cleaners and helpers, nos"
"911","Reinigungspersonal und Hilfskräfte in Privathaushalten, Hotels und Büros",NA,NA,"911",NA,"Aides de ménage et agents d’entretien à domicile et dans les hôtels et bureaux","Addetti alle pulizie domestiche, negli esercizi alberghieri e negli uffici","Domestic, hotel and office cleaners and helpers"
"9110","Reinigungspersonal und Hilfskräfte in Privathaushalten, Hotels und Büros, onA",NA,NA,NA,"9110","Aides de ménage et agents d’entretien à domicile et dans les hôtels et bureaux, sip","Addetti alle pulizie domestiche, negli esercizi alberghieri e negli uffici, s.a.i.","Domestic, hotel and office cleaners and helpers, nos"
"9111","Reinigungspersonal und Hilfskräfte in Privathaushalten",NA,NA,NA,"9111","Aides de ménage à domicile","Addetti alle pulizie domestiche e collaboratori domestici","Domestic cleaners and helpers"
"9112","Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",NA,NA,NA,"9112","Agents d’entretien dans les bureaux, les hôtels et autres établissements","Addetti alle pulizie in uffici, esercizi alberghieri ed altri esercizi","Cleaners and helpers in offices, hotels and other establishments"
"912","Reinigungspersonal für Fahrzeuge, Fenster, Wäsche und sonstige manuelle Reinigungsberufe",NA,NA,"912",NA,"Laveurs de véhicules et de vitres, laveurs de linge et autres nettoyeurs manuels","Pulitori di veicoli, pulitori di vetri, lavandai e altri addetti alla pulizia manuale","Vehicle, window, laundry and other hand cleaning workers"
"9120","Reinigungspersonal für Fahrzeuge, Fenster, Wäsche und sonstige manuelle Reinigungsberufe, onA",NA,NA,NA,"9120","Laveurs de véhicules et de vitres, laveurs de linge et autres nettoyeurs manuels, sip","Pulitori di veicoli, pulitori di vetri, lavandai e altri addetti alla pulizia manuale, s.a.i.","Vehicle, window, laundry and other hand cleaning workers, nos"
"9121","Handwäscher und Handbügler",NA,NA,NA,"9121","Laveurs et repasseurs de linge à la main","Lavandai e stiratori a mano","Hand launderers and pressers"
"9122","Fahrzeugreiniger",NA,NA,NA,"9122","Laveurs de véhicules","Pulitori di veicoli","Vehicle cleaners"
"9123","Fensterputzer",NA,NA,NA,"9123","Laveurs de vitres","Pulitori di vetri","Window cleaners"
"9129","Sonstiges Reinigungspersonal",NA,NA,NA,"9129","Autres nettoyeurs","Altri addetti alle pulizie","Other cleaning workers"
"92","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei",NA,"92",NA,NA,"Manœuvres de l’agriculture, de la pêche et de la sylviculture","Personale non qualificato addetto all'agricoltura, alle foreste e alla pesca","Agricultural, forestry and fishery labourers"
"921","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei",NA,NA,"921",NA,"Manœuvres de l’agriculture, de la pêche et de la sylviculture","Personale non qualificato addetto all'agricoltura, alle foreste e alla pesca","Agricultural, forestry and fishery labourers"
"9210","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei, onA",NA,NA,NA,"9210","Manœuvres de l’agriculture, de la pêche et de la sylviculture, sip","Personale non qualificato addetto all'agricoltura, alle foreste e alla pesca, s.a.i.","Agricultural, forestry and fishery labourers, nos"
"9211","Hilfsarbeiter im Ackerbau",NA,NA,NA,"9211","Manœuvres de l’agriculture","Braccianti agricoli","Crop farm labourers"
"9212","Hilfsarbeiter in der Tierhaltung",NA,NA,NA,"9212","Manœuvres de l’élevage","Addetti al bestiame","Livestock farm labourers"
"9213","Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)",NA,NA,NA,"9213","Manœuvres de l’agriculture et de l’élevage","Braccianti agricoli e addetti al bestiame","Mixed crop and livestock farm labourers"
"9214","Hilfsarbeiter im Gartenbau",NA,NA,NA,"9214","Manœuvres, cultures maraîchères et horticulture","Operai adetti ai giardini e alle coltivazioni ortive","Garden and horticultural labourers"
"9215","Hilfsarbeiter in der Forstwirtschaft",NA,NA,NA,"9215","Manœuvres forestiers","Operai forestali","Forestry labourers"
"9216","Hilfsarbeiter in der Fischerei und Aquakultur",NA,NA,NA,"9216","Manœuvres pêcheurs et aquaculteurs","Personale non qualificato addetto alla pesca e all'acquacoltura","Fishery and aquaculture labourers"
"93","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen",NA,"93",NA,NA,"Manœuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des transports","Personale non qualificato addetto alle miniere, alle costruzioni e ai trasporti","Labourers in mining, construction, manufacturing and transport"
"930","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen, onA",NA,NA,"930",NA,"Manœuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des transports, sip","Personale non qualificato addetto alle miniere, alle costruzioni e ai trasporti, s.a.i.","Labourers in mining, construction, manufacturing and transport, nos"
"9300","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen, onA",NA,NA,NA,"9300","Manœuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des transports, sip","Personale non qualificato addetto alle miniere, alle costruzioni e ai trasporti, s.a.i.","Labourers in mining, construction, manufacturing and transport, nos"
"931","Hilfsarbeiter im Bergbau und im Bau",NA,NA,"931",NA,"Manœuvres des mines, du bâtiment et des travaux publics","Manovali delle miniere e delle costruzioni","Mining and construction labourers"
"9310","Hilfsarbeiter im Bergbau und im Bau, onA",NA,NA,NA,"9310","Manœuvres des mines, du bâtiment et des travaux publics, sip","Manovali delle miniere e delle costruzioni, s.a.i.","Mining and construction labourers, nos"
"9311","Hilfsarbeiter im Bergbau und in der Gewinnung von Steinen und Erden",NA,NA,NA,"9311","Manœuvres des mines et des carrières","Manovali delle miniere e delle cave","Mining and quarrying labourers"
"9312","Hilfsarbeiter im Tiefbau",NA,NA,NA,"9312","Manœuvres de chantier de travaux publics","Manovali dell'ingegneria civile","Civil engineering labourers"
"9313","Hilfsarbeiter im Hochbau",NA,NA,NA,"9313","Manœuvres du bâtiment","Manovali dell'edilizia","Building construction labourers"
"932","Hilfsarbeiter bei der Herstellung von Waren",NA,NA,"932",NA,"Manœuvres des industries manufacturières","Personale non qualificato delle attività manifatturiere","Manufacturing labourers"
"9320","Hilfsarbeiter bei der Herstellung von Waren, onA",NA,NA,NA,"9320","Manœuvres des industries manufacturières, sip","Personale non qualificato delle attività manifatturiere, s.a.i.","Manufacturing labourers, nos"
"9321","Verpacker",NA,NA,NA,"9321","Emballeurs à la main et autres manœuvres des industries manufacturières","Imballatori a mano","Hand packers"
"9329","Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt",NA,NA,NA,"9329","Manœuvres des industries manufacturières non classés ailleurs","Personale non qualificato delle attività industriali non classificato altrove","Manufacturing labourers not elsewhere classified"
"933","Hilfsarbeiter in Transport und Lagerei",NA,NA,"933",NA,"Manœuvres des transports et de l’entreposage","Personale non qualificato addetto ai trasporti e al magazzinaggio","Transport and storage labourers"
"9330","Hilfsarbeiter in Transport und Lagerei, onA",NA,NA,NA,"9330","Manœuvres des transports et de l’entreposage, sip","Personale non qualificato addetto ai trasporti e al magazzinaggio, s.a.i.","Transport and storage labourers, nos"
"9331","Führer von Handwagen und pedalbetriebenen Fahrzeugen",NA,NA,NA,"9331","Conducteurs de véhicules à bras et à pédales","Conduttori di veicoli a braccia o a pedali","Hand and pedal vehicle drivers"
"9332","Führer von Fahrzeugen und Maschinen mit Zugtierantrieb",NA,NA,NA,"9332","Conducteurs de véhicules et de machines à traction animale","Conduttori di veicoli e macchinari a trazione animale","Drivers of animal-drawn vehicles and machinery"
"9333","Frachtarbeiter und verwandte Berufe",NA,NA,NA,"9333","Manutentionnaires","Addetti allo spostamento e alla spedizione dei materiali o delle merci","Freight handlers"
"9334","Regalbetreuer und -auffüller",NA,NA,NA,"9334","Garnisseurs de rayons","Addetti agli scaffali","Shelf fillers"
"94","Hilfskräfte in der Nahrungsmittelzubereitung",NA,"94",NA,NA,"Assistants de fabrication de l’alimentation","Personale non qualificato addetto alla ristorazione","Food preparation assistants"
"941","Hilfskräfte in der Nahrungsmittelzubereitung",NA,NA,"941",NA,"Assistants de fabrication de l’alimentation","Personale non qualificato addetto alla ristorazione","Food preparation assistants"
"9410","Hilfskräfte in der Nahrungsmittelzubereitung, onA",NA,NA,NA,"9410","Assistants de fabrication de l’alimentation, sip","Personale non qualificato addetto alla ristorazione, s.a.i.","Food preparation assistants, nos"
"9411","Zubereiter von Fast Food und anderen Imbissen",NA,NA,NA,"9411","Cuisiniers, restauration rapide","Addetti di fast food","Fast food preparers"
"9412","Küchenhilfen",NA,NA,NA,"9412","Aides de cuisine","Garzoni di cucina","Kitchen helpers"
"95","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte",NA,"95",NA,NA,"Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés","Commercianti ambulanti di manufatti o di servizi","Street and related sales and service workers"
"950","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte, onA",NA,NA,"950",NA,"Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés, sip","Commercianti ambulanti di manufatti o di servizi, s.a.i.","Street and related sales and service workers, nos"
"9500","Strassenhändler und auf der Strasse arbeitende Dienstleistungskräfte, onA",NA,NA,NA,"9500","Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés, sip","Commercianti ambulanti di manufatti o di servizi, s.a.i.","Street and related sales and service workers, nos"
"951","Auf der Strasse arbeitende Dienstleistungskräfte und verwandte Berufe",NA,NA,"951",NA,"Travailleurs des petits métiers des rues et assimilés","Venditori ambulanti di servizi","Street and related service workers"
"9510","Auf der Strasse arbeitende Dienstleistungskräfte und verwandte Berufe",NA,NA,NA,"9510","Travailleurs des petits métiers des rues et assimilés","Venditori ambulanti di servizi","Street and related service workers"
"952","Strassenverkäufer (ohne Lebensmittel)",NA,NA,"952",NA,"Vendeurs ambulants (à l’exception de l’alimentation)","Venditori ambulanti di prodotti non alimentari","Street vendors (excluding food)"
"9520","Strassenverkäufer (ohne Lebensmittel)",NA,NA,NA,"9520","Vendeurs ambulants (à l’exception de l’alimentation)","Venditori ambulanti di prodotti non alimentari","Street vendors (excluding food)"
"96","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte",NA,"96",NA,NA,"Éboueurs et autres travailleurs non qualifiés","Addetti alla raccolta dei rifiuti e altre professioni non qualificate","Refuse workers and other elementary workers"
"960","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte, onA",NA,NA,"960",NA,"Éboueurs et autres travailleurs non qualifiés, sip","Addetti alla raccolta dei rifiuti e altre professioni non qualificate, s.a.i.","Refuse workers and other elementary workers, nos"
"9600","Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte, onA",NA,NA,NA,"9600","Éboueurs et autres travailleurs non qualifiés, sip","Addetti alla raccolta dei rifiuti e altre professioni non qualificate, s.a.i.","Refuse workers and other elementary workers, nos"
"961","Abfallentsorgungsarbeiter",NA,NA,"961",NA,"Éboueurs","Addetti alla raccolta dei rifiuti","Refuse workers"
"9610","Abfallentsorgungsarbeiter, onA",NA,NA,NA,"9610","Éboueurs, sip","Addetti alla raccolta dei rifiuti, s.a.i.","Refuse workers, nos"
"9611","Arbeiter in der Abfall- und Wertstoffsammlung",NA,NA,NA,"9611","Manœuvres, enlèvement des ordures et matériel recyclable","Addetti alla raccolta di immondizia e materiale riciclabile","Garbage and recycling collectors"
"9612","Arbeiter in der Abfallsortierung",NA,NA,NA,"9612","Trieurs de déchets","Addetti alla selezione dei rifiuti","Refuse sorters"
"9613","Strassenkehrer und verwandte Berufe",NA,NA,NA,"9613","Balayeurs et manœuvres assimilés","Spazzini ed assimilati","Sweepers and related labourers"
"962","Sonstige Hilfsarbeitskräfte",NA,NA,"962",NA,"Autres professions élémentaires","Altre professioni non qualificate","Other elementary workers"
"9620","Sonstige Hilfsarbeitskräfte, onA",NA,NA,NA,"9620","Autres professions élémentaires, sip","Altre professioni non qualificate, s.a.i.","Other elementary workers, nos"
"9621","Boten, Paketauslieferer und Gepäckträger",NA,NA,NA,"9621","Messagers, porteurs de bagages et livreurs de colis","Corrieri, fattorini, facchini","Messengers, package deliverers and luggage porters"
"9622","Gelegenheitsarbeiter",NA,NA,NA,"9622","Manœuvres polyvalents","Addetti a lavori accessori","Odd job persons"
"9623","Zählerableser, Automatenbefüller und -kassierer",NA,NA,NA,"9623","Encaisseurs de distributeurs automatiques à prépaiement et releveurs de compteurs","Lettori di contatori e collettori di monete (distributori automatici)","Meter readers and vending-machine collectors"
"9624","Wasserträger und Brennholzsammler",NA,NA,NA,"9624","Porteurs d’eau et ramasseurs de bois de feu","Acquaioli e raccoglitori di legna da ardere","Water and firewood collectors"
"9629","Hilfsarbeitskräfte, anderweitig nicht genannt",NA,NA,NA,"9629","Professions élémentaires non classées ailleurs","Altre professioni non qualificate non classificate altrove","Elementary workers not elsewhere classified"
"-999","Keine Zuweisung möglich",NA,NA,NA,"-999","Attribution impossible","Attribuzione impossibile","Recoding impossible"
